window_idx,pred_command,confidence
9138,8,0.1781
9139,8,0.2450
9140,8,0.4979
9141,21,0.1585
9142,21,0.1215
9143,8,0.1780
9144,8,0.1318
9146,9,0.2285
9147,8,0.1272
9149,5,0.1802
9150,5,0.1657
9151,9,0.1509
9152,9,0.2565
9154,19,0.1200
9155,9,0.2164
9159,8,0.3810
9160,8,0.7204
9161,8,0.3673
9162,8,0.5037
9163,8,0.3300
9164,9,0.1173
9165,8,0.1161
9166,9,0.1426
9167,19,0.2343
9168,7,0.1906
9169,9,0.1491
9170,19,0.1922
9171,8,0.2648
9172,9,0.2909
9173,1,0.2303
9174,1,0.1087
9175,21,0.1090
9177,28,0.1691
9178,12,0.1693
9179,1,0.1500
9189,21,0.1286
9190,8,0.1256
9191,5,0.1693
9192,5,0.1233
9193,21,0.1451
9194,21,0.1246
9195,8,0.2841
9196,8,0.6873
9198,21,0.1173
9199,21,0.1269
9200,21,0.1213
9201,21,0.1087
9202,24,0.1085
9203,24,0.1092
9207,9,0.1170
9208,9,0.3493
9209,8,0.8231
9210,8,0.6216
9211,8,0.7232
9212,8,0.6743
9213,9,0.1824
9214,8,0.7261
9215,8,0.5114
9216,8,0.2291
9217,8,0.8451
9218,8,0.3102
9219,19,0.2404
9220,19,0.1664
9221,8,0.3156
9222,8,0.4588
9223,8,0.2446
9224,21,0.1949
9225,7,0.1177
9226,8,0.1296
9227,7,0.1307
9228,19,0.1710
9229,5,0.1488
9230,8,0.1098
9231,9,0.1278
9232,19,0.1168
9233,7,0.1403
9234,5,0.1428
9235,8,0.1630
9236,8,0.1892
9237,19,0.1296
9238,8,0.1356
9239,9,0.1132
9240,8,0.1912
9241,5,0.1553
9242,8,0.2025
9244,19,0.2427
9245,7,0.1874
9246,21,0.1059
9247,21,0.1351
9248,8,0.2015
9249,8,0.2319
9250,7,0.1470
9251,8,0.1864
9252,8,0.1671
9253,8,0.1626
9254,19,0.1218
9255,19,0.2350
9256,8,0.1813
9257,11,0.1553
9258,7,0.1352
9259,24,0.2440
9260,16,0.1564
9261,19,0.1561
9262,24,0.1473
9263,8,0.1615
9264,8,0.5064
9265,20,0.1227
9266,9,0.1811
9267,8,0.6335
9268,8,0.6015
9269,8,0.4319
9270,8,0.3500
9271,8,0.2317
9272,24,0.1173
9273,19,0.2052
9274,9,0.1330
9275,8,0.2418
9276,8,0.2743
9277,8,0.3524
9278,8,0.2964
9279,8,0.1679
9280,21,0.1090
9282,8,0.3500
9283,8,0.4368
9284,19,0.2154
9285,23,0.1272
9286,8,0.1543
9287,19,0.1211
9289,8,0.1776
9290,8,0.1066
9291,9,0.2515
9292,19,0.1324
9293,19,0.1238
9294,9,0.1783
9295,5,0.1357
9296,19,0.1228
9297,30,0.1534
9298,7,0.1944
9299,8,0.1284
9300,0,0.4629
9301,7,0.1227
9303,8,0.2743
9305,24,0.1352
9306,21,0.1865
9307,21,0.1490
9308,16,0.2804
9309,0,0.1707
9310,24,0.2890
9311,24,0.1688
9312,24,0.1709
9313,21,0.1360
9314,16,0.2263
9315,30,0.1189
9316,7,0.1570
9317,24,0.1263
9318,24,0.3284
9319,24,0.3257
9320,8,0.4296
9321,16,0.1627
9322,16,0.1676
9323,30,0.1512
9324,24,0.1918
9325,24,0.2687
9326,24,0.3391
9327,21,0.1713
9328,7,0.1349
9330,0,0.1706
9332,1,0.1405
9333,8,0.3371
9334,7,0.1037
9335,8,0.1119
9336,8,0.4004
9337,8,0.6170
9338,8,0.3024
9339,19,0.1305
9340,7,0.1456
9341,8,0.2169
9342,8,0.4211
9343,29,0.1126
9344,21,0.1378
9345,21,0.1312
9346,16,0.4075
9347,16,0.1157
9348,24,0.1808
9349,7,0.1372
9351,4,0.1702
9352,5,0.1132
9353,7,0.1217
9354,7,0.1452
9355,16,0.2517
9356,0,0.1293
9357,7,0.1421
9358,21,0.1432
9359,24,0.1486
9360,24,0.1283
9361,24,0.1247
9362,24,0.1693
9363,24,0.3421
9364,19,0.1375
9365,8,0.1894
9366,30,0.1263
9368,0,0.1052
9369,8,0.1050
9370,4,0.3836
9371,0,0.1446
9372,0,0.2130
9374,24,0.1184
9375,24,0.1189
9376,24,0.1212
9377,24,0.1175
9378,24,0.1220
9379,24,0.1225
9380,24,0.1106
9381,24,0.1172
9382,24,0.1103
9383,24,0.1334
9384,7,0.1299
9385,7,0.1145
9386,7,0.1186
9387,24,0.1178
9388,24,0.1140
9389,24,0.1264
9390,24,0.1801
9391,7,0.1747
9392,11,0.1197
9393,8,0.2475
9394,31,0.1342
9395,16,0.4353
9396,8,0.3085
9398,8,0.3361
9399,0,0.1692
9401,24,0.1124
9402,24,0.1233
9403,24,0.1484
9404,24,0.1188
9405,24,0.2563
9406,19,0.1457
9407,1,0.1556
9408,8,0.3272
9409,0,0.2122
9410,21,0.1429
9411,21,0.1290
9412,24,0.1079
9413,21,0.1340
9414,19,0.1833
9415,19,0.1352
9416,0,0.3033
9417,0,0.1488
9418,0,0.2167
9419,7,0.1194
9420,8,0.3471
9421,24,0.1231
9422,29,0.1082
9423,8,0.5144
9424,8,0.2705
9425,24,0.1373
9426,30,0.1514
9427,22,0.1351
9428,30,0.1533
9430,0,0.2433
9433,21,0.1470
9434,7,0.1203
9435,29,0.1131
9436,0,0.1287
9438,7,0.1240
9440,7,0.1058
9441,7,0.1078
9444,8,0.2555
9445,7,0.1057
9446,24,0.1058
9447,24,0.1071
9448,27,0.1066
9450,1,0.1077
9452,21,0.1480
9456,21,0.1313
9457,8,0.3401
9458,8,0.2299
9459,21,0.1236
9461,24,0.1637
9462,8,0.7742
9463,8,0.6642
9464,16,0.3061
9465,0,0.2631
9467,24,0.2140
9468,24,0.2162
9469,24,0.2117
9470,24,0.1404
9471,8,0.1726
9472,30,0.1303
9473,7,0.1030
9475,8,0.2049
9476,30,0.1442
9477,21,0.1345
9478,24,0.3098
9479,21,0.1710
9480,30,0.1949
9481,8,0.1557
9482,7,0.2020
9483,21,0.1718
9484,21,0.1382
9485,30,0.1635
9486,11,0.1806
9487,0,0.1046
9489,29,0.1101
9490,7,0.1472
9491,11,0.1434
9492,0,0.1048
9495,7,0.1109
9498,24,0.1124
9499,20,0.1208
9500,0,0.1155
9501,7,0.1060
9502,24,0.1160
9503,24,0.1349
9505,8,0.2007
9506,21,0.1285
9507,21,0.1187
9508,16,0.2022
9510,28,0.1028
9511,0,0.3635
9512,7,0.1198
9513,16,0.1135
9515,24,0.1152
9516,24,0.1039
9517,24,0.1235
9518,24,0.1212
9519,24,0.2066
9520,8,0.4574
9521,8,0.6054
9522,7,0.1771
9523,8,0.3087
9524,8,0.2935
9525,7,0.1586
9526,7,0.1535
9527,7,0.1479
9530,7,0.1717
9531,21,0.1162
9532,24,0.1088
9533,8,0.1089
9535,24,0.1318
9536,7,0.1235
9537,24,0.1173
9538,21,0.1373
9539,7,0.1673
9540,0,0.2412
9541,0,0.2759
9542,21,0.1457
9543,21,0.1118
9544,7,0.1356
9545,7,0.2332
9546,21,0.1142
9547,21,0.1194
9548,24,0.1570
9550,7,0.1316
9551,24,0.1858
9552,24,0.2146
9553,8,0.1524
9554,11,0.1145
9555,21,0.1842
9556,21,0.1804
9558,7,0.2071
9559,7,0.1725
9560,7,0.1034
9561,21,0.2194
9562,21,0.1728
9563,21,0.1764
9564,21,0.1326
9565,7,0.1356
9566,7,0.1510
9567,21,0.1224
9568,24,0.1798
9569,21,0.1746
9570,7,0.2086
9571,21,0.1678
9572,21,0.1522
9573,23,0.1362
9574,21,0.1976
9575,21,0.1368
9576,21,0.1353
9577,21,0.1131
9578,7,0.1417
9579,21,0.1331
9580,21,0.1347
9583,7,0.1418
9584,21,0.1289
9586,7,0.2085
9587,7,0.2613
9588,7,0.2339
9589,30,0.1086
9590,21,0.1643
9591,21,0.1910
9593,7,0.1860
9594,7,0.1785
9595,21,0.1164
9597,7,0.1075
9598,7,0.1393
9599,21,0.1339
9600,7,0.1801
9601,21,0.1476
9602,21,0.1773
9603,21,0.2017
9604,7,0.1197
9605,4,0.5433
9606,4,0.2423
9608,0,0.2769
9609,0,0.1546
9610,7,0.1114
9611,0,0.2062
9612,0,0.2865
9613,8,0.2599
9614,0,0.3064
9616,24,0.2019
9617,0,0.2236
9618,0,0.1538
9619,1,0.1192
9620,0,0.1624
9621,21,0.1932
9622,1,0.2434
9623,11,0.2864
9624,11,0.1862
9625,0,0.2768
9627,21,0.1531
9628,7,0.1542
9629,24,0.1907
9630,11,0.1648
9631,0,0.1855
9632,0,0.1917
9633,0,0.3112
9634,0,0.1528
9635,0,0.2179
9636,0,0.1409
9637,24,0.2137
9638,21,0.1742
9639,0,0.1607
9640,0,0.2608
9641,0,0.2010
9642,21,0.1169
9643,21,0.1350
9644,1,0.1971
9645,0,0.3264
9646,30,0.2539
9647,24,0.1939
9648,0,0.1748
9649,0,0.4187
9650,0,0.2066
9651,0,0.1404
9652,0,0.3094
9653,32,0.1696
9654,11,0.1139
9655,0,0.1350
9656,0,0.1079
9657,7,0.1480
9658,32,0.1323
9659,21,0.1394
9660,7,0.1560
9662,21,0.1745
9663,21,0.1433
9664,21,0.1468
9665,0,0.2781
9666,25,0.1380
9667,15,0.1213
9668,32,0.1768
9669,1,0.1184
9670,19,0.1108
9671,7,0.1614
9672,21,0.1328
9673,24,0.1571
9674,24,0.1310
9675,21,0.1171
9676,24,0.1462
9677,24,0.1563
9678,21,0.1500
9679,21,0.1516
9680,0,0.1419
9681,1,0.1302
9682,25,0.1126
9683,8,0.6647
9684,8,0.3101
9687,1,0.1328
9689,7,0.1056
9690,32,0.1784
9691,32,0.1371
9692,0,0.1046
9694,13,0.1324
9695,15,0.1204
9698,21,0.1516
9699,24,0.1355
9700,21,0.1426
9701,21,0.1428
9702,24,0.1151
9703,24,0.1170
9704,24,0.1475
9705,24,0.1445
9706,21,0.1197
9709,32,0.1303
9711,21,0.1161
9712,5,0.1030
9714,24,0.1537
9715,24,0.1858
9716,24,0.2452
9717,21,0.1072
9718,0,0.2092
9719,11,0.2199
9720,32,0.1115
9721,25,0.1391
9722,21,0.1544
9723,21,0.2058
9724,24,0.1491
9725,21,0.1509
9726,21,0.1696
9727,16,0.1046
9729,7,0.1541
9730,7,0.1309
9732,18,0.1470
9733,7,0.1451
9735,18,0.1640
9736,18,0.1803
9738,7,0.2475
9739,7,0.1402
9741,7,0.1281
9742,15,0.1571
9744,24,0.1140
9746,5,0.1728
9747,7,0.1456
9748,24,0.1156
9749,24,0.1235
9751,15,0.1520
9752,18,0.2214
9753,18,0.2020
9754,13,0.1027
9755,15,0.1383
9756,15,0.1683
9757,18,0.1776
9758,24,0.1198
9759,7,0.1448
9761,7,0.1201
9762,8,0.1993
9763,8,0.1133
9764,24,0.1994
9765,25,0.1303
9766,7,0.1637
9767,7,0.1132
9768,24,0.2282
9769,7,0.2557
9770,15,0.1198
9771,15,0.1727
9772,5,0.1795
9773,7,0.1157
9774,7,0.1798
9775,7,0.2941
9776,7,0.2231
9777,7,0.1278
9779,24,0.1696
9780,22,0.1333
9781,8,0.7736
9782,7,0.1526
9783,7,0.1530
9784,7,0.1395
9785,30,0.1198
9786,24,0.1288
9787,8,0.2353
9788,7,0.2581
9789,7,0.1752
9790,12,0.1305
9791,4,0.2196
9793,7,0.1532
9794,13,0.2079
9795,7,0.1136
9796,21,0.1269
9798,31,0.1443
9799,3,0.1373
9801,7,0.1281
9802,5,0.1369
9803,18,0.1834
9805,24,0.2237
9806,7,0.1834
9807,7,0.1724
9808,5,0.1485
9809,5,0.1707
9810,18,0.1293
9812,21,0.1749
9813,24,0.4339
9814,24,0.1379
9815,7,0.1759
9816,15,0.1859
9817,15,0.1223
9818,18,0.1904
9819,15,0.1224
9820,18,0.1111
9821,18,0.1119
9822,24,0.1098
9823,24,0.1043
9824,15,0.1855
9825,13,0.2218
9826,16,0.2377
9827,19,0.1223
9828,23,0.1087
9830,5,0.1865
9831,9,0.1531
9833,32,0.1795
9834,4,0.3807
9835,4,0.7194
9836,4,0.2529
9838,9,0.1576
9839,5,0.1655
9840,5,0.1505
9841,19,0.1167
9843,7,0.1283
9844,4,0.2362
9845,4,0.2913
9846,32,0.1279
9847,1,0.1968
9848,1,0.1824
9849,33,0.1420
9850,4,0.2358
9851,4,0.4115
9852,4,0.6307
9853,0,0.2119
9854,8,0.4187
9855,4,0.4016
9856,4,0.5759
9857,9,0.1096
9858,4,0.1284
9859,4,0.4065
9861,16,0.1348
9862,4,0.5372
9863,4,0.4773
9864,5,0.1519
9867,7,0.1114
9868,5,0.1722
9869,5,0.1669
9870,7,0.1338
9872,9,0.1438
9873,9,0.1951
9874,7,0.1886
9875,5,0.2099
9876,19,0.1349
9877,19,0.1143
9878,9,0.1133
9879,6,0.1057
9880,6,0.1333
9882,4,0.1907
9883,7,0.1034
9884,19,0.1641
9885,5,0.1344
9886,9,0.1308
9887,8,0.2038
9888,23,0.1136
9889,31,0.2218
9890,5,0.1149
9891,5,0.2610
9892,5,0.2108
9893,1,0.1294
9897,23,0.1127
9898,23,0.1464
9899,23,0.1368
9900,19,0.1443
9901,19,0.1899
9902,28,0.1248
9903,28,0.1373
9906,19,0.1333
9907,23,0.1687
9909,19,0.1855
9910,22,0.1068
9911,19,0.1315
9912,23,0.1801
9913,6,0.1338
9914,6,0.1501
9915,6,0.1211
9916,19,0.1489
9917,19,0.2095
9918,7,0.2116
9919,32,0.2287
9920,6,0.1206
9922,23,0.1274
9923,5,0.1953
9924,5,0.1216
9925,1,0.1146
9926,23,0.1115
9928,1,0.1028
9929,32,0.1545
9931,7,0.1384
9932,19,0.1475
9934,1,0.2120
9935,33,0.1453
9936,33,0.1622
9938,3,0.1223
9939,6,0.1247
9940,3,0.1834
9941,33,0.1599
9944,4,0.1884
9945,1,0.2137
9948,4,0.1166
9949,1,0.1461
9950,1,0.1498
9952,23,0.1224
9953,4,0.1076
9954,33,0.1349
9955,4,0.1198
9956,33,0.3184
9957,4,0.2148
9958,19,0.1599
9959,1,0.1576
9960,32,0.3288
9961,26,0.1525
9962,2,0.2224
9963,33,0.1682
9964,3,0.1923
9965,33,0.3958
9966,32,0.1762
9967,27,0.1121
9968,33,0.4248
9969,31,0.1404
9970,33,0.1820
9971,32,0.1411
9972,1,0.1222
9973,1,0.2277
9974,33,0.1294
9975,33,0.4052
9976,3,0.2185
9977,32,0.1298
9978,7,0.1208
9979,1,0.3242
9980,1,0.4077
9981,33,0.1925
9982,2,0.1620
9983,33,0.1680
9984,33,0.3782
9985,2,0.1886
9986,2,0.1900
9987,32,0.1050
9988,1,0.1678
9989,32,0.1749
9990,32,0.1357
9991,3,0.1064
9992,33,0.2174
9993,33,0.1842
9994,2,0.2336
9995,33,0.2128
9996,1,0.1111
9997,32,0.1062
9999,7,0.1261
10000,7,0.1311
10001,1,0.2031
10002,1,0.1542
10003,1,0.2976
10004,19,0.1225
10005,7,0.1513
10006,19,0.2328
10007,19,0.1999
10008,19,0.1889
10009,24,0.1232
10010,23,0.1622
10011,7,0.1369
10012,23,0.1236
10013,19,0.2184
10014,19,0.1540
10015,19,0.1169
10016,19,0.1646
10018,4,0.2750
10019,33,0.1849
10020,26,0.1204
10021,25,0.1223
10024,23,0.1317
10025,5,0.1669
10026,19,0.1146
10027,19,0.1861
10028,19,0.1345
10029,31,0.1343
10030,23,0.1422
10031,23,0.1603
10032,19,0.2455
10033,19,0.1956
10034,23,0.1674
10035,23,0.3375
10036,23,0.1728
10037,24,0.1885
10038,23,0.1720
10039,23,0.2068
10040,8,0.8648
10041,8,0.9810
10042,8,0.2784
10043,8,0.1903
10044,19,0.1669
10045,8,0.1307
10046,7,0.1272
10047,1,0.1331
10048,1,0.1494
10049,8,0.4617
10050,8,0.2299
10051,23,0.2029
10052,1,0.1131
10053,5,0.2009
10054,19,0.1480
10056,9,0.1738
10057,5,0.1720
10058,5,0.2619
10059,5,0.2175
10060,9,0.1685
10061,5,0.1381
10062,5,0.1730
10063,5,0.1737
10064,5,0.1294
10065,9,0.1529
10066,5,0.1170
10067,5,0.2043
10068,5,0.1974
10069,5,0.1521
10070,5,0.1897
10071,5,0.1928
10072,5,0.3023
10073,5,0.1785
10074,5,0.1096
10075,5,0.1871
10076,5,0.2071
10077,7,0.1376
10078,5,0.1913
10079,5,0.1524
10080,5,0.1969
10081,5,0.2724
10082,5,0.3226
10083,8,0.9831
10084,8,0.9011
10085,20,0.1205
10086,24,0.1573
10087,24,0.1951
10088,19,0.1764
10089,19,0.1497
10090,19,0.2113
10091,23,0.1605
10092,19,0.1747
10093,19,0.1660
10094,23,0.1269
10095,24,0.1616
10096,19,0.1695
10097,19,0.2001
10098,19,0.1632
10099,0,0.1274
10100,19,0.1505
10101,19,0.1489
10102,19,0.2292
10103,19,0.1912
10105,19,0.1717
10106,19,0.1418
10107,5,0.2077
10109,5,0.1162
10110,5,0.1335
10112,5,0.1358
10113,19,0.1209
10114,5,0.1416
10116,1,0.1577
10117,5,0.2345
10118,5,0.1875
10119,5,0.1403
10120,5,0.1641
10121,5,0.1962
10122,5,0.1887
10123,5,0.2942
10124,5,0.1806
10125,5,0.1462
10126,5,0.2463
10127,9,0.1219
10128,5,0.1148
10129,5,0.2471
10130,5,0.4370
10131,5,0.2064
10132,5,0.1918
10133,1,0.1227
10134,1,0.2374
10135,1,0.1744
10137,9,0.1561
10138,9,0.1088
10139,5,0.1290
10140,5,0.1076
10141,5,0.2458
10142,5,0.1387
10143,1,0.1823
10144,1,0.1589
10146,5,0.1812
10147,1,0.1904
10148,5,0.1642
10149,5,0.1826
10150,5,0.1160
10151,5,0.1655
10152,5,0.1739
10153,5,0.1873
10154,5,0.1217
10155,9,0.1174
10156,1,0.1237
10157,5,0.2103
10158,5,0.1943
10159,5,0.1498
10160,7,0.1628
10161,5,0.2713
10162,5,0.2384
10163,5,0.1128
10164,1,0.1615
10165,5,0.2268
10166,5,0.2670
10167,5,0.1077
10168,5,0.2438
10169,5,0.2011
10170,5,0.1292
10172,7,0.1294
10173,1,0.1510
10174,5,0.2298
10175,5,0.1991
10176,5,0.2059
10177,5,0.2806
10178,8,0.1624
10179,19,0.1145
10180,5,0.2859
10181,5,0.2849
10182,1,0.1662
10183,12,0.1625
10185,8,0.7157
10186,8,0.3178
10187,8,0.4843
10188,8,0.2723
10189,5,0.2469
10190,7,0.1807
10191,7,0.1915
10192,5,0.2282
10193,31,0.1183
10195,7,0.1599
10196,5,0.2465
10197,5,0.1186
10198,1,0.5037
10199,5,0.1818
10200,1,0.1161
10201,1,0.2040
10202,5,0.2629
10203,19,0.1316
10204,24,0.1131
10205,24,0.1769
10206,5,0.2729
10207,5,0.2702
10208,5,0.1781
10209,5,0.1467
10210,1,0.1187
10211,5,0.1576
10212,5,0.1523
10213,5,0.1187
10214,5,0.2947
10215,5,0.2503
10216,5,0.1712
10217,15,0.1110
10219,5,0.2927
10220,4,0.1281
10221,4,0.1287
10222,13,0.1036
10223,19,0.1382
10224,5,0.1689
10225,9,0.1660
10226,5,0.2089
10227,9,0.1205
10228,16,0.1384
10229,24,0.1371
10230,7,0.1526
10231,7,0.2307
10232,7,0.1632
10233,21,0.1151
10234,24,0.1453
10235,24,0.1275
10236,24,0.2116
10237,24,0.1756
10238,24,0.1682
10239,24,0.1856
10242,24,0.1791
10244,32,0.1325
10245,24,0.2876
10248,32,0.1148
10249,28,0.1070
10250,25,0.1597
10252,25,0.1155
10253,30,0.1272
10254,0,0.1551
10255,19,0.1062
10256,16,0.2827
10257,15,0.1057
10259,0,0.1213
10260,7,0.2687
10261,24,0.2560
10262,7,0.1092
10263,7,0.2834
10264,24,0.4584
10266,7,0.1094
10267,7,0.1743
10268,7,0.1170
10269,24,0.3005
10270,7,0.1526
10271,2,0.2632
10272,18,0.1241
10273,15,0.1639
10274,24,0.1695
10275,24,0.3141
10277,7,0.1301
10278,7,0.1137
10279,7,0.1519
10280,24,0.4676
10281,24,0.1835
10282,7,0.1763
10283,5,0.1886
10284,5,0.1705
10285,24,0.2365
10286,24,0.1427
10287,32,0.2094
10288,2,0.3683
10289,5,0.1803
10290,24,0.1083
10291,24,0.1726
10293,12,0.1426
10294,5,0.1642
10295,24,0.1766
10296,24,0.2893
10297,7,0.2605
10298,7,0.2862
10299,5,0.2187
10300,5,0.1677
10301,24,0.1648
10302,30,0.2211
10303,25,0.2147
10304,2,0.2744
10305,12,0.1659
10307,7,0.1150
10308,24,0.3658
10309,30,0.2532
10310,2,0.1632
10311,5,0.1072
10312,7,0.1084
10313,5,0.1407
10314,5,0.1409
10315,21,0.1306
10316,21,0.1552
10317,32,0.1653
10318,3,0.2003
10319,14,0.1239
10320,15,0.1101
10324,24,0.2510
10325,7,0.1821
10326,8,0.1192
10327,6,0.1263
10328,19,0.1354
10329,7,0.1055
10330,8,0.1335
10331,21,0.1351
10332,8,0.3712
10333,8,0.3207
10334,8,0.5356
10335,8,0.6950
10336,8,0.4060
10337,8,0.4262
10338,8,0.5982
10339,8,0.6499
10340,8,0.3387
10341,8,0.4549
10342,9,0.3091
10343,8,0.4976
10344,9,0.2442
10345,28,0.3893
10346,1,0.3818
10347,9,0.3217
10348,9,0.3947
10349,9,0.2663
10350,9,0.2928
10351,9,0.4190
10352,8,0.3208
10353,9,0.2535
10354,9,0.2333
10355,23,0.1043
10356,8,0.1239
10357,8,0.1904
10358,9,0.3648
10360,7,0.1425
10361,7,0.1218
10362,19,0.1648
10363,24,0.2066
10364,24,0.2803
10365,24,0.1377
10366,24,0.3399
10367,24,0.3038
10368,24,0.3651
10369,7,0.1928
10370,7,0.1537
10371,7,0.1283
10372,9,0.1669
10373,5,0.1256
10374,24,0.2832
10375,24,0.1086
10376,19,0.1115
10377,7,0.1393
10378,8,0.4442
10379,8,0.6046
10380,8,0.5238
10381,1,0.1978
10382,9,0.3095
10383,9,0.3698
10384,5,0.1281
10385,7,0.1167
10386,8,0.3205
10387,8,0.1165
10388,19,0.1348
10389,8,0.1893
10390,8,0.4020
10391,8,0.4683
10392,8,0.5498
10393,8,0.2953
10394,28,0.1080
10395,28,0.2761
10396,28,0.2014
10397,8,0.1617
10398,19,0.1481
10399,8,0.3620
10400,8,0.3360
10401,8,0.4100
10402,8,0.3397
10403,9,0.2617
10404,1,0.2539
10405,7,0.1274
10406,8,0.1308
10407,8,0.2155
10408,6,0.1102
10409,9,0.1182
10410,9,0.3464
10411,8,0.2378
10412,8,0.1494
10413,8,0.2184
10414,7,0.2000
10415,8,0.1861
10416,8,0.2858
10417,5,0.1231
10418,8,0.1834
10419,9,0.1789
10420,9,0.2063
10421,9,0.2430
10422,19,0.1615
10423,9,0.1459
10424,19,0.1823
10425,16,0.1741
10426,19,0.1723
10427,5,0.2529
10428,5,0.1755
10429,19,0.1783
10430,21,0.1401
10431,16,0.1105
10432,16,0.1567
10433,19,0.1837
10434,23,0.1576
10435,19,0.1543
10436,19,0.1989
10437,19,0.2032
10438,8,0.1278
10439,23,0.1374
10440,1,0.1427
10441,4,0.2555
10442,28,0.1512
10443,6,0.1851
10444,6,0.1592
10445,23,0.1332
10446,24,0.1540
10447,19,0.1476
10448,10,0.1509
10449,22,0.2416
10450,24,0.1246
10451,22,0.2230
10452,23,0.1474
10453,23,0.1552
10454,23,0.1247
10455,23,0.1436
10458,23,0.1600
10459,1,0.2760
10460,23,0.1308
10461,6,0.1275
10462,19,0.1483
10463,1,0.1310
10464,23,0.1236
10467,9,0.2671
10468,9,0.1656
10469,23,0.1435
10470,9,0.2173
10471,23,0.1501
10472,23,0.1447
10473,23,0.1454
10474,1,0.1683
10475,0,0.1074
10476,23,0.1264
10477,8,0.2416
10478,16,0.1366
10479,21,0.1359
10480,23,0.1689
10481,4,0.1904
10482,4,0.4035
10483,4,0.1726
10484,16,0.1120
10485,28,0.1216
10487,28,0.1257
10488,16,0.2006
10489,0,0.1799
10490,19,0.1644
10491,5,0.2247
10492,19,0.2153
10493,8,0.3669
10494,21,0.1046
10495,8,0.1311
10496,28,0.2046
10497,12,0.1246
10498,23,0.1276
10499,8,0.1868
10500,28,0.1923
10501,28,0.1930
10502,8,0.1547
10503,28,0.1319
10504,8,0.3243
10506,19,0.1472
10507,24,0.1061
10508,7,0.1304
10509,21,0.1333
10510,19,0.1631
10512,22,0.1539
10513,30,0.1408
10515,19,0.1553
10516,19,0.2547
10517,8,0.2053
10518,19,0.2120
10519,7,0.1479
10520,7,0.1119
10521,7,0.1732
10522,7,0.1598
10523,7,0.1326
10524,11,0.1369
10525,21,0.1821
10526,7,0.1511
10528,21,0.1390
10531,19,0.1529
10532,7,0.1109
10533,19,0.1072
10534,8,0.1818
10535,24,0.1571
10536,7,0.1134
10537,24,0.1494
10538,7,0.2111
10539,21,0.1276
10541,7,0.2127
10542,7,0.2155
10543,21,0.2039
10544,7,0.1974
10545,21,0.1361
10546,24,0.2275
10547,21,0.1899
10548,7,0.1274
10551,24,0.1954
10552,24,0.1901
10553,8,0.2185
10554,21,0.1328
10557,30,0.1243
10558,18,0.1061
10560,24,0.1178
10561,7,0.1248
10562,7,0.2872
10563,7,0.2140
10564,18,0.1923
10565,18,0.1905
10566,15,0.1362
10567,7,0.1219
10568,7,0.1343
10569,7,0.1589
10570,24,0.2806
10571,24,0.2141
10572,5,0.2142
10573,7,0.1826
10574,7,0.1548
10575,24,0.1640
10576,7,0.1564
10577,15,0.1550
10578,5,0.1659
10579,7,0.1898
10580,7,0.1962
10581,15,0.2114
10582,7,0.1553
10583,7,0.2092
10584,7,0.2691
10585,15,0.1863
10586,7,0.2429
10587,24,0.1281
10588,15,0.1535
10589,15,0.2107
10590,7,0.1679
10591,7,0.2336
10592,7,0.1513
10593,15,0.1542
10594,7,0.1706
10595,7,0.1640
10596,15,0.1636
10597,18,0.1771
10598,7,0.2539
10599,7,0.1655
10600,5,0.1249
10601,7,0.1695
10602,7,0.1741
10603,5,0.2454
10604,7,0.2529
10605,21,0.2011
10606,0,0.1543
10607,16,0.1072
10608,7,0.2333
10609,7,0.2249
10612,21,0.1222
10613,7,0.2830
10614,7,0.2213
10615,7,0.1565
10616,15,0.1291
10617,7,0.1536
10618,21,0.1708
10619,7,0.1514
10620,7,0.1505
10621,21,0.1513
10622,21,0.1430
10623,15,0.1638
10624,15,0.1871
10625,21,0.1210
10626,21,0.1302
10627,24,0.1977
10628,23,0.1616
10629,23,0.1606
10630,27,0.1096
10631,27,0.2099
10632,27,0.1931
10633,22,0.1628
10634,19,0.1560
10635,23,0.1631
10636,28,0.1151
10637,22,0.1561
10639,23,0.1570
10640,23,0.1485
10641,4,0.1126
10642,22,0.1142
10643,32,0.1461
10646,19,0.1711
10647,1,0.1559
10648,33,0.4323
10649,33,0.1417
10651,19,0.1971
10653,22,0.1246
10654,8,0.5781
10655,28,0.2088
10656,26,0.1246
10657,27,0.1182
10658,3,0.2492
10659,32,0.1198
10662,22,0.1041
10664,7,0.1528
10665,7,0.1528
10666,19,0.1895
10667,19,0.1407
10668,19,0.1855
10669,23,0.1303
10670,23,0.1707
10671,23,0.2154
10672,24,0.1575
10673,24,0.1614
10674,23,0.2594
10675,23,0.1515
10678,20,0.1572
10679,20,0.1900
10680,23,0.2671
10681,8,0.1976
10682,23,0.2853
10683,8,0.2752
10684,8,0.6405
10685,8,0.6123
10686,16,0.5144
10687,8,0.1894
10688,8,0.1835
10689,16,0.2681
10690,23,0.1729
10691,19,0.2236
10692,19,0.2262
10693,19,0.2274
10694,16,0.2758
10695,8,0.2271
10696,16,0.2117
10697,23,0.1103
10698,23,0.2036
10699,23,0.2143
10700,23,0.2732
10701,23,0.2762
10702,23,0.2040
10703,23,0.2133
10704,23,0.2379
10705,16,0.3413
10706,8,0.6491
10707,8,0.3381
10708,23,0.2665
10709,23,0.2521
10710,23,0.1876
10711,16,0.1404
10712,23,0.1846
10713,23,0.1933
